0.0533687649;3.5914748511;0.7189576295;0.5710808022;12.4014364942
82.0825417992;7.3665434821;0.1954811167;0.0985344488;6760.0352175671
83.9283013018;9.2739876988;0.4330580882;0.9215438336;7073.4304533602
32.6866372721;7.891344605;0.1704313727;0.8924342983;1093.1419221794
78.7176842103;5.7913010847;0.8410270917;0.0620294209;6215.530003534
78.4960280871;6.0914711095;0.2805461222;0.3874581074;6180.5200977018
4.3587453663;0.4787251609;0.1949305441;0.9290686371;21.6266405516
80.1620667567;3.4323783149;0.3081585998;0.6730063965;6437.1752287661
1.3862222899;0.3181545949;0.2603984608;0.0628312004;3.3971209856
11.5762894275;7.2182810819;0.1395939805;0.9834052224;156.8955453723
19.969926076;9.7804655577;0.653225384;0.973728878;430.3690339402
24.940429721;6.479389146;0.2778187415;0.6990876037;642.3605001153
12.6451511867;9.274414056;0.0707410094;0.6984048935;188.2052332548
2.4929913227;5.9258435993;0.8962661524;0.6920997524;26.1165860495
53.8324079942;0.1470053499;0.9216177491;0.875306197;2900.8830274188
82.4892912526;8.711395571;0.4567656384;0.4726061705;6831.6364490447
22.3583630519;8.0923543405;0.8521491594;0.7003081955;526.2212129477
27.3196410621;9.1650064057;0.0020007289;0.1938540374;773.8690933505
45.1521095587;2.020765862;0.3134015503;0.6333343571;2045.6561365557
39.7602431709;1.9386801589;0.547547179;0.271797318;1587.8081505394
1.3689490501;6.5902141179;0.1586585136;0.2719674087;21.9820972977
9.7748923348;1.1976217036;0.4406439497;0.8286456559;100.5916657094
46.5500653023;7.4890048872;0.4096492212;0.9300805568;2190.9994587902
78.264249349;8.7356493296;0.8734546343;0.7097034899;6153.604046197
94.3905947031;9.6124615544;0.3689101264;0.3597685797;8939.2061394109
72.595406347;1.1679912987;0.5956874897;0.9557362162;5275.6613713259
63.2150154328;2.3730728612;0.2763755887;0.2927296748;4003.8352301297
66.805812926;3.2610749057;0.0236975946;0.425104979;4472.924083139
53.3427736722;3.8928434323;0.6805510998;0.5914816565;2858.6980657221
55.2504599327;7.6832934399;0.9152532669;0.7507811796;3077.9169042451
18.5268379981;1.0863422719;0.2766866006;0.8591013772;347.6901904421
70.7155755954;3.0956826173;0.3698763747;0.5643849073;5010.8992060952
80.5426154519;2.0453550736;0.5364445047;0.7146943118;6494.6869153041
1.4093714533;1.804223042;0.1113919322;0.2663197916;7.6406699431
16.4945975412;9.1910958057;0.4545159333;0.1741094387;300.5593452992
43.3513335185;4.8037755326;0.5753900155;0.0442839288;1894.9003113059
42.13593842;6.6034430522;0.582995597;0.9830622473;1797.3636694263
9.8796231905;8.2282479084;0.4232040581;0.1489600837;123.1414115188
45.7711172057;8.1831080839;0.3361278859;0.7099789025;2120.5746293794
64.7560397629;8.8023791346;0.9953850731;0.4143914385;4221.8137527277
95.4294101801;4.9298682506;0.8744332604;0.8222842987;9123.8667873257
